STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,isco08,International Standard Classification of Occupations 2008 (ISCO-08),sex,Sex,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,LV,Latvia,2019,,234.59,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,LV,Latvia,2020,,233.48,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,LV,Latvia,2021,,232.41,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,LV,Latvia,2022,,224.18,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,LV,Latvia,2023,,215.35,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,ME,Montenegro,2008,,801.24,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,ME,Montenegro,2010,,697.25,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,ME,Montenegro,2011,,665.32,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,ME,Montenegro,2012,,678.70,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,ME,Montenegro,2013,,667.75,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,ME,Montenegro,2014,,684.61,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,ME,Montenegro,2015,,645.40,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,ME,Montenegro,2016,,635.15,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,ME,Montenegro,2017,,657.63,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,ME,Montenegro,2018,,659.59,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,ME,Montenegro,2019,,716.03,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,ME,Montenegro,2020,,730.86,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,ME,Montenegro,2021,,677.74,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,ME,Montenegro,2022,,638.35,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,ME,Montenegro,2023,,608.08,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,MK,North Macedonia,2012,,553.99,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,MK,North Macedonia,2013,,449.79,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,MK,North Macedonia,2014,,450.49,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,MK,North Macedonia,2015,,467.48,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,MK,North Macedonia,2016,,463.14,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,MK,North Macedonia,2017,,470.70,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,MT,Malta,2008,,461.95,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,MT,Malta,2009,,449.47,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,MT,Malta,2010,,463.25,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,MT,Malta,2011,,463.39,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,MT,Malta,2012,,455.52,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,MT,Malta,2013,,460.88,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,MT,Malta,2014,,506.60,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,MT,Malta,2015,,491.71,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,MT,Malta,2016,,487.11,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,MT,Malta,2017,,492.94,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,MT,Malta,2018,,481.18,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,MT,Malta,2019,,462.15,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,MT,Malta,2020,,435.90,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,MT,Malta,2021,,417.55,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,MT,Malta,2022,,407.75,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,MT,Malta,2023,,392.03,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,NL,Netherlands,2008,,216.17,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,NL,Netherlands,2009,,300.85,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,NL,Netherlands,2010,,300.12,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,NL,Netherlands,2011,,303.72,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,NL,Netherlands,2012,,308.13,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,NL,Netherlands,2013,,307.50,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,NL,Netherlands,2014,,305.67,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,NL,Netherlands,2015,,298.85,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,NL,Netherlands,2016,,298.88,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,NL,Netherlands,2017,,294.56,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,NL,Netherlands,2018,,293.28,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,NL,Netherlands,2019,,291.64,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,NL,Netherlands,2020,,290.84,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,NL,Netherlands,2021,,295.50,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,NL,Netherlands,2022,,291.19,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,NL,Netherlands,2023,,286.00,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,NO,Norway,2008,,158.43,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,NO,Norway,2009,,159.34,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,NO,Norway,2010,,158.17,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,NO,Norway,2011,,158.10,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,NO,Norway,2012,,159.27,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,NO,Norway,2013,,163.29,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,NO,Norway,2014,,168.42,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,PL,Poland,2008,,264.04,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,PL,Poland,2009,,259.48,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,PL,Poland,2010,,256.52,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,PL,Poland,2011,,256.09,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,PL,Poland,2012,,253.05,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,PL,Poland,2013,,256.85,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,PL,Poland,2014,,260.04,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,PL,Poland,2015,,260.20,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,PL,Poland,2016,,263.35,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,PL,Poland,2017,,260.11,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,PL,Poland,2018,,259.92,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,PL,Poland,2019,,260.24,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,PL,Poland,2020,,257.91,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,PL,Poland,2021,,265.68,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,PL,Poland,2022,,273.74,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,PL,Poland,2023,,263.10,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,PT,Portugal,2008,,457.50,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,PT,Portugal,2009,,474.13,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,PT,Portugal,2010,,448.38,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,PT,Portugal,2011,,453.37,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,PT,Portugal,2012,,445.15,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,PT,Portugal,2013,,437.10,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,PT,Portugal,2014,,443.10,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,PT,Portugal,2015,,451.59,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,PT,Portugal,2016,,451.47,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,PT,Portugal,2017,,449.25,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,PT,Portugal,2018,,450.52,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,PT,Portugal,2019,,442.08,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,PT,Portugal,2020,,442.78,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,PT,Portugal,2021,,438.33,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,PT,Portugal,2022,,452.78,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,PT,Portugal,2023,,440.18,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,RO,Romania,2008,,243.94,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,RO,Romania,2009,,249.88,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,RO,Romania,2010,,242.97,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,RO,Romania,2011,,231.82,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,RO,Romania,2012,,264.39,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,RO,Romania,2013,,267.86,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,RO,Romania,2014,,265.23,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,RO,Romania,2015,,263.21,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,RO,Romania,2016,,241.98,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,RO,Romania,2017,,242.53,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,RO,Romania,2018,,256.09,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,RO,Romania,2019,,257.05,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,RO,Romania,2020,,256.97,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,RO,Romania,2021,,247.95,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,RO,Romania,2022,,262.61,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,RO,Romania,2023,,266.58,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,RS,Serbia,2008,,435.77,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,RS,Serbia,2009,,443.74,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,RS,Serbia,2010,,458.17,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,RS,Serbia,2011,,468.63,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,RS,Serbia,2012,,476.02,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,RS,Serbia,2013,,471.89,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,RS,Serbia,2014,,624.51,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,RS,Serbia,2015,,596.34,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,SE,Sweden,2008,,199.51,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,SE,Sweden,2009,,206.82,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,SE,Sweden,2010,,217.24,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,SE,Sweden,2011,,216.64,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,SE,Sweden,2012,,209.75,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,SE,Sweden,2013,,208.36,,,,,
dataflow,ESTAT:CRIM_JUST_JOB(1.0),Personnel in the criminal justice system by sex,A,Annual,OC5412,Police officers,T,Total,P_HTHAB,Per hundred thousand inhabitants,SE,Sweden,2014,,201.83,,,,,
